Número do empenho;Ano de exercício;Categoria do empenho;Data do empenho;Histórico do empenho;Valor do empenho;Valor liquidado R$;Valor pago R$
 3586; 2025; DIARIA; 27/05/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (261) PLACA   
 BAW-6774   RD 1212/2025."; R$ 150,00; R$ 150,00; R$ 150,00
 3585; 2025; CREDOR; 27/05/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0010340-24.2018.8.16.0075 - 1 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 2.709,22; R$ 2.709,22; R$ 2.709,22
 3576; 2025; CREDOR; 26/05/2025; ROTEIRO DIÁRIO COM ÔNIBUS DE NO MÍNIMO 48 LUGARES P/ TRANSPORTE ESCOLAR RURAL PARA A ZONA URBANA.; R$ 35.446,00; R$ 35.446,00; R$ 35.446,00
 3575; 2025; CREDOR; 26/05/2025; TRANSPORTE ESCOLAR COMPETÊNCIA 05/2025 (48KM X 20 DIAS [960 X 16,10)]; R$ 15.456,00; R$ 15.456,00; R$ 15.456,00
 3574; 2025; CREDOR; 26/05/2025; 53KM X 20 DIAS - MATUTINO E VESPERTINO DO ROTEIRO DIÁRIO DE MICROÔNIBUS ADAPTADO DE NO MÍNIMO 25 LUGARES E BOX PARA 4 CADEIRA DE RODAS EQUIPADO/ADAPTADO COM UM ELEVADOR ELÉTRICO, CINTO DE SEGURANÇA SUBABDOMINAL. ROTEIRO: ESCOLA MUNICIPAL PROCOPENSE.; R$ 29.139,40; R$ 29.139,40; R$ 29.139,40
 3573; 2025; CREDOR; 26/05/2025; DESPESA EMPENHADA CONFORME AUTOS N 0000305-14.2023.5.09.0127 - VARA DO TRABALHO DE CORNÉLIO PROCÓPIO EM FAVOR DE IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 4.464,05; R$ 4.464,05; R$ 4.464,05
 3572; 2025; CREDOR; 26/05/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0000599-13.2025.8.16.0075 - VARA DA INFÂNCIA DE DA JUVENTUDE DE CORNÉLIO PROCÓPIO.; R$ 805,40; R$ 805,40; R$ 805,40
 3571; 2025; CREDOR; 26/05/2025; DESPESA EMPENHADA CONFORME AUTOS N 0000305-14.2023.5.09.0127 - VARA DO TRABALHO DE CORNÉLIO PROCÓPIO EM FAVOR DE RICARDO BATISTA NOBILE.; R$ 850,00; R$ 850,00; R$ 850,00
 3566; 2025; DIARIA; 26/05/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (258) PLACA   
 BAW-6778   RD 1208/2025."; R$ 107,00; R$ 107,00; R$ 107,00
 3565; 2025; DIARIA; 26/05/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (261) PLACA   
 BAW-6774   RD 1207/2025."; R$ 107,00; R$ 107,00; R$ 107,00
 3564; 2025; DIARIA; 26/05/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA   
 BEW-8I02   RD 1206/2025."; R$ 107,00; R$ 107,00; R$ 107,00
 3563; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO AMBULÂNCIA (406) PLACA   TDB-8B66  RD 1205/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3562; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO VIRTUS  (358) PLACA   SEF-6B44  RD 1204/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3561; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO  (231) PLACA   AYQ-4460  RD 1203/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3560; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  AMBULÂNCIA   (304) PLACA   BDS-7B93  RD 1202/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3559; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO  (328) PLACA   BEV-9G92  RD 1201/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3558; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO  (370) PLACA   SEZ-0E20  RD 1200/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3557; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VAN  (330) PLACA   BEV-9G94  RD 1199/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3556; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (374) PLACA   SEZ-0E26  RD 1198/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3555; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VAN (328) PLACA   BEV-9G92  RD 1197/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3554; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VIRTUS (358) PLACA   SEF-6B44  RD 1196/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3553; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (373) PLACA   SEZ-0E25  RD 1195/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3552; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  SÃO JERONIMO DA SERRA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (374) PLACA   SEZ-0E26  RD 1194/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3551; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (260) PLACA   BAW-6693  RD 1193/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3550; 2025; DIARIA; 26/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (261) PLACA   BAW-6774  RD 1192/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3549; 2025; DIARIA; 26/05/2025; REFERENTE A 01 (UMA) DIÁRIA A CIDADE DE  CURITIBA - PR. PARTICIPAR DA CERIMONIA DE ENTREGA DE EQUIPAMENTOS, MOBILIÁRIO E SUPRIMENTOS PARA A MODERNIZAÇÃO DAS 218 AGENCIAS DO TRABALHO DO ESTADO.  RD 1191/2025.; R$ 965,00; R$ 965,00; R$ 965,00
 3548; 2025; CREDOR; 26/05/2025;" REEMBOLSO DE PAGAMENTOS REFERENTE AO IPTU CONFORME PROTOCOLO N 06954 (22/05/2025) - 
PAGAMENTOS CONCERNENTES ÀS PARCELAS DE VENCIMENTO EM 20/01/2025, 20/02/2025 E 20/03/2025 DO IU 11359."; R$ 1.345,51; R$ 1.345,51; R$ 1.345,51
 3546; 2025; PROCESSO; 23/05/2025; AQUISIÇÃO DE ÓLEO 2 TEMPOS, PARA ATENDER GARAGEM MUNICIPAL, CONFORME SOLICITAÇÃO N052; R$ 1.996,44; R$ 1.996,44; R$ 1.996,44
 3541; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (328) PLACA   BEV-9G99  RD 1190/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3540; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO AMBULÂNCIA  (406) PLACA   TBD-8D66  RD 1189/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3539; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (329) PLACA   BEV-9G93  RD 1188/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3538; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (330) PLACA   BEV-9G94  RD 1187/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3537; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  JACAREZINHO - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VAN (404) PLACA   TBA-7F39  RD 1186/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3536; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  AMBULÂNCIA  (332) PLACA   BEZ-3H94  RD 1185/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3535; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   SPIN (261) PLACA   BAW-6774  RD 1184/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3534; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   MICRO (329) PLACA   BEV-9G93 RD 1183/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3533; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   MICRO (238) PLACA   BEV - 9G92 RD 1182/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3532; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   ÔNIBUS (231) PLACA   AYQ-4460 RD 1181/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3531; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   POLO  (368) PLACA   SEZ-0E18 RD 1180/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3530; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   SPIN (258) PLACA   BAW-6778 RD 1179/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3529; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   GOL (349) PLACA   BEW-8H85 RD 1178/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3528; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   GOL (346) PLACA   BEW-8I02 RD 1177/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3527; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   POLO (373) PLACA   SEZ-0E25 RD 1176/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3526; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   POLO (370) PLACA   SEZ-0E20 RD 1175/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3525; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  JACAREZINHO  - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   POLO (371) PLACA   SEZ-0E21 RD 1174/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3524; 2025; DIARIA; 23/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE SÃO JERONIMO DA SERRA  - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   MICRO (267) PLACA   BBP-1487 RD 1173/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3523; 2025; CREDOR; 23/05/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003037-51.2021.8.16.0075 - 1 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 1.290,41; R$ 1.290,41; R$ 1.290,41
 3506; 2025; DIARIA; 22/05/2025; REFERENTE A  1/2  (MEIA ) DIÁRIA A CIDADE DE CAMPO MOURÃO - PR.   TRANSPORTE DE ATLETAS  DO MUNICÍPIO PARA COMPETIÇÃO DE JUDO EM CAMPO MOURÃO PR, EVENTO PROMOVIDO PELA FEDERAÇÃO PARANAENSE,SERA REALIZADO COM O VEICULO VAN (360) PLACA SEB 8A87 .   RD 1172/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3505; 2025; DIARIA; 22/05/2025; REFERENTE A  01 (UMA ) DIÁRIA A CIDADE DE CURITIBA - PR.  RECEBER NOVOS COMPUTADORES E IMPRESSORA PARA AGENCIA DO TRABALHO .   RD 1171/2025.; R$ 700,00; R$ 700,00; R$ 700,00
 3504; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   SPIN (258) PLACA  BAW-6778 RD 1170/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3503; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   MICRO (267) PLACA   BBP-1487 RD 1169/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3502; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE MARINGÁ - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   POLO (373) PLACA   SEZ-0E25 RD 1168/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3501; 2025; DIARIA; 22/05/2025; REFERENTE A  2 E 1/2  (DUAS E MEIA) DIÁRIA A CIDADE DE CIANORTE - PR.  EVENTO REALIZADO PELO CIEDEPAR, COM O TEMA TECNOLOGIA DA INFORMAÇÃO E REUNIÃO DESCENTRALIZADA.   RD 1167/2025.; R$ 875,00; R$ 875,00; R$ 875,00
 3500; 2025; DIARIA; 22/05/2025; REFERENTE A  2 E 1/2  (DUAS E MEIA) DIÁRIA A CIDADE DE CIANORTE - PR.  EVENTO REALIZADO PELO CIEDEPAR, COM O TEMA TECNOLOGIA DA INFORMAÇÃO E REUNIÃO DESCENTRALIZADA.   RD 1166/2025.; R$ 535,00; R$ 535,00; R$ 535,00
 3499; 2025; DIARIA; 22/05/2025; REFERENTE A  2 E 1/2  (DUAS E MEIA) DIÁRIA A CIDADE DE CIANORTE - PR.  EVENTO REALIZADO PELO CIEDEPAR, COM O TEMA TECNOLOGIA DA INFORMAÇÃO E REUNIÃO DESCENTRALIZADA.   RD 1165/2025.; R$ 1.250,00; R$ 1.250,00; R$ 1.250,00
 3498; 2025; DIARIA; 22/05/2025; REFERENTE A  2 E 1/2  (DUAS E MEIA) DIÁRIA A CIDADE DE CIANORTE - PR.  EVENTO REALIZADO PELO CIEDEPAR, COM O TEMA TECNOLOGIA DA INFORMAÇÃO E REUNIÃO DESCENTRALIZADA.   RD 1164/2025.; R$ 875,00; R$ 875,00; R$ 875,00
 3497; 2025; DIARIA; 22/05/2025; REFERENTE A 1 E 1/2 (MEIA) DIÁRIA A CIDADE DE TOLEDO- PR. TRANSPORTE  DE ATLETAS DA FECOP PARA TERCEIRA ETAPA DO CAMPEONATO PARANAENSE DE HANDEBOL MASCULINO DA TERCEIRA DIVISÃO MASCULINO ADULTO REALIZADO COM O VEÍCULO   MICRO (254) PLACA   BAR-8632 RD 1163/2025.; R$ 321,00; R$ 321,00; R$ 321,00
 3496; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE JACAREZINHO - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   VAN (405) PLACA   TBA-7F42 RD 1162/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3495; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   VAN (404) PLACA   TBA-7F39 RD 1161/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3494; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  SPIN (258) PLACA   BAW-6778 RD 1160/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3493; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS - PR. TRANSPORTE DE PACIENTES.  VEÍCULO   AMBULÂNCIA (406) PLACA   TBD-8B66 RD 1159/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3492; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO   AMBULÂNCIA (406) PLACA   TBD-8B66 RD 1158/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3491; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (373) PLACA   SEZ- 0E25 RD 1157/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3490; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  GOL (346) PLACA   BEW- 8I02 RD 1156/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3489; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  GOL (347) PLACA   BEX- 4F24 RD 1155/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3488; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO   AMBULÂNCIA (332) PLACA   BEZ- 3H94 RD 1154/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3487; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VAN(404) PLACA   TBA- 7F39 RD 1153/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3486; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (372) PLACA   SEZ- 0E22 RD 1152/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3485; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  GOL (346) PLACA   BEW- 8I02 RD 1151/2025.; R$ 107,00; R$ 0,00; R$ 0,00
 3484; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE  JACAREZINHO - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (267) PLACA   BBP-1487  RD 1150/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3483; 2025; DIARIA; 22/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  GOL (350) PLACA   BEW-8H89 RD 1149/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3482; 2025; ADIANTAMENTO; 22/05/2025;" ADIANTAMENTO DE DESPESAS COM VIAGEM PARA SALVADOR/BA PARA O CURSO ""LICITAÇÕES DO FUTURO - EDIÇÃO ASSESSORIA JURÍDICA E CONTROLE"" - DATA 04/06/2025 A 06/06/2025."; R$ 5.685,45; R$ 5.685,45; R$ 5.685,45
 3481; 2025; CREDOR; 22/05/2025; PAGAMENTO DE GUIA DE RECOLHIMENTO DE RECOLHIMENTO DO DETRAN, REFERENTE AO VEÍCULO VW/VIRTUS MB, PLACA TBC9B83 - RECEBIDO DE DOAÇÃO PARA A SECRETARIA DA MULHER.; R$ 338,51; R$ 338,51; R$ 338,51
 3480; 2025; PROCESSO; 21/05/2025; CONFECÇÃO DE PRÓTESE DENTÁRIAS, PARA ATENDER CEO, CONFORME OFICIO N018; R$ 24.120,00; R$ 24.120,00; R$ 24.120,00
 3477; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE VERNIZ, PARA ATENDER SALAS DO CMEI ANANIAS A. MARTINS, CONFORME SOLICITAÇÃO N0221; R$ 450,00; R$ 450,00; R$ 450,00
 3476; 2025; PROCESSO; 21/05/2025; Trata-se da aquisição 17 (dezessete) marmitas e 17 (dezessete) refrigerantes 350 ml para atender os motoristas da Secretaria Municipal de Educação no dia 27/05/2025 durante o transporte para o circo, conforme solicitação de Compra n 114/2025 em anexo.; R$ 364,14; R$ 364,14; R$ 364,14
 3475; 2025; PROCESSO; 21/05/2025; CONFECÇÃO DE PLACA, PARA ATENDER DEPTO DE TURISMO, CONFORME SOLICITAÇÃO.; R$ 232,25; R$ 232,25; R$ 232,25
 3472; 2025; PROCESSO; 21/05/2025; Aquisição de materiais elétricos, Para atender manut. nas escolas e creches municipais, conforme solicitação n0212; R$ 1.610,50; R$ 1.610,50; R$ 1.610,50
 3470; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO, PARA ATENDER CMEIS IRMA PIA GIOCONDA E DJALMA PIMENTA DANTAS, CONFORME SOLICITAÇÃO N0208; R$ 244,50; R$ 244,50; R$ 244,50
 3469; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE AREIA, PARA ATENDER REFORMA DA PONTE DA ESTRADA MUNICIPAL QUE DA ACESSO A FAZENDA JARDIM, CONFORME SOLICITAÇÃO N0219; R$ 2.797,80; R$ 2.797,80; R$ 2.797,80
 3468; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE PEDRA BRITA, PARA ATENDER REFORMA DA PONTE DA ESTRADA MUNICIPAL QUE DA ACESSO A FAZENDA JARDIM, CONFORME SOLICITAÇÃO N0220; R$ 831,00; R$ 831,00; R$ 831,00
 3467; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE ARAME, PARA ATENDER REFORMA DA PONTE DA ESTRADA MUNICIPAL QUE DA ACESSO A FAZENDO JARDIM , CONFORME SOLICITAÇÃO N0218; R$ 179,00; R$ 179,00; R$ 179,00
 3466; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE CIMENTO, PARA ATENDER REFORMA DA PONTE DA ESTRADA MUNICIPAL QUE DÁ ACESSO A FAZENDA JARDIM, CONFORME SOLICITAÇÃO N0217; R$ 1.856,80; R$ 1.856,80; R$ 1.856,80
 3465; 2025; PROCESSO; 21/05/2025; AQUISIÇÃO DE MALHA POP, PARA ATENDER REFORMA DA PONTE DA ESTRADA MUNICIPAL QUE DÁ ACESSO À FAZENDA JARDIM, CONFORME SOLICITAÇÃO N0216; R$ 4.400,00; R$ 4.400,00; R$ 4.400,00
 3454; 2025; CREDOR; 21/05/2025; Aquisição de 1.400 (mil e quatrocentos) ingressos do Circo Zanchettini, destinados aos alunos da rede municipal de ensino, espetáculo que tem por objetivo estimular a imaginação das crianças, incentivando o pensamento criativo, a capacidade de sonhar e de visualizar além do cotidiano, conforme Documento de Formalização de Demanda DFD n 024/2025 - SEMED, em anexo.; R$ 7.000,00; R$ 7.000,00; R$ 7.000,00
 3452; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  VAN (328) PLACA    BEV-9G92 RD 1148/2025.; R$ 150,00; R$ 150,00; R$ 150,00
 3451; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  GOL (346) PLACA   BEW-8I02 RD 1147/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3450; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO  AMBULÂNCIA  (333) PLACA   BEZ-3H95 RD 1145/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3449; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  POLO (372) PLACA   SEZ-0E22 RD 1145/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3448; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (267) PLACA   BBP-1487 RD 1144/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3447; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  MICRO (221) PLACA   AZF-6068 RD 1143/2025.; R$ 107,00; R$ 107,00; R$ 107,00
 3446; 2025; DIARIA; 21/05/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA - PR. TRANSPORTE DE PACIENTES.  VEÍCULO  AMBULÂNCIA  (406) PLACA   TBD-8B66 RD 1142/2025.; R$ 107,00; R$ 107,00; R$ 107,00
